#File Name = C:\Users\cpt\Box Sync\PS-MCP Data (nystrom@anl.gov)\112ions_345.017mswc_2016-10-21_350ms_oldpt(213).lmf
#VersionString = 10.1.1203.2
#Comment = 
#HeaderSize = 379097
#Number of Channels = 8
#Number of Hits = 7
#Number of Coordinates = 65
#Timestamp Info = 2
#Common start
#Number of Events = 3318
#Data Format = -1
#DAQ_ID = 0x8
#TDC Resolution = 0.001 ns
#Trigger Channel = 8 (counting from 1)
#Trigger Dead Time = 60 ns
#Group Range Start = 0 ns
#Group Range End = 50 ns
#StartTime: Fri Oct 21 21:18:31 2016
#StopTime: Fri Oct 21 21:31:42 2016


#------- #1 -------
1	 1	 24.245	 0.000051
2	 1	 22.306000	 0.000051
3	 1	 24.718000	 0.000051
4	 1	 20.469999	 0.000051
7	 1	 -30788.279297	 0.000051

#------- #2 -------
1	 1	 23.608999	 1.200087
2	 1	 23.148001	 1.200087
3	 1	 24.283001	 1.200087
4	 1	 21.073000	 1.200087
7	 1	 -30422.287109	 1.200087

#------- #3 -------
1	 1	 23.898001	 1.200088
2	 1	 22.809999	 1.200088
3	 1	 23.240999	 1.200088
4	 1	 22.056999	 1.200088
7	 1	 -30959.046875	 1.200088

#------- #4 -------
1	 1	 24.218000	 1.200088
2	 1	 22.566999	 1.200088
3	 1	 24.186001	 1.200088
4	 1	 21.159000	 1.200088
7	 1	 -31860.716797	 1.200088

#------- #5 -------
1	 1	 23.875999	 1.600090
2	 1	 22.886000	 1.600090
3	 1	 23.459999	 1.600090
4	 1	 21.908001	 1.600090
7	 1	 -31190.113281	 1.600090

#------- #6 -------
1	 1	 23.978001	 1.600090
2	 1	 22.900000	 1.600090
3	 1	 23.549999	 1.600090
4	 1	 21.848000	 1.600090
7	 1	 -31321.751953	 1.600090

#------- #7 -------
1	 1	 24.459000	 2.000078
2	 1	 22.219000	 2.000078
3	 1	 23.482000	 2.000078
4	 1	 21.822001	 2.000078
7	 1	 -29038.089844	 2.000078

#------- #8 -------
1	 1	 23.624001	 2.000080
2	 1	 23.143000	 2.000080
3	 1	 23.357000	 2.000080
4	 1	 21.981001	 2.000080
7	 1	 -30802.166016	 2.000080

#------- #9 -------
1	 1	 24.066999	 2.000080
2	 1	 22.712000	 2.000080
3	 1	 24.343000	 2.000080
4	 1	 20.952000	 2.000080
7	 1	 -30992.667969	 2.000080

#------- #10 -------
1	 1	 25.047001	 2.000080
2	 1	 21.583000	 2.000080
3	 1	 24.820000	 2.000080
4	 1	 20.500999	 2.000080
7	 1	 -31097.761719	 2.000080

#------- #11 -------
1	 1	 23.205999	 2.400109
2	 1	 23.510000	 2.400109
3	 1	 23.233000	 2.400109
4	 1	 22.069000	 2.400109
7	 1	 -29777.642578	 2.400109

#------- #12 -------
1	 1	 24.228001	 2.400110
2	 1	 22.499001	 2.400110
3	 1	 24.150000	 2.400110
4	 1	 21.219000	 2.400110
7	 1	 -30937.714844	 2.400110

#------- #13 -------
1	 1	 24.079000	 2.800099
2	 1	 22.634001	 2.800099
3	 1	 23.360001	 2.800099
4	 1	 21.934000	 2.800099
7	 1	 -29817.072266	 2.800099

#------- #14 -------
1	 1	 24.403000	 2.800100
2	 1	 22.351999	 2.800100
3	 1	 24.129000	 2.800100
4	 1	 21.186001	 2.800100
7	 1	 -31379.921875	 2.800100

#------- #15 -------
1	 1	 24.330000	 3.600140
2	 1	 22.409000	 3.600140
3	 1	 24.493999	 3.600140
4	 1	 20.792000	 3.600140
7	 1	 -32804.136719	 3.600140

#------- #16 -------
1	 1	 23.740999	 4.000145
2	 1	 22.830999	 4.000145
3	 1	 23.871000	 4.000145
4	 1	 21.296000	 4.000145
7	 1	 -30715.214844	 4.000145

#------- #17 -------
1	 1	 23.910000	 4.000145
2	 1	 22.684999	 4.000145
3	 1	 23.464001	 4.000145
4	 1	 21.853001	 4.000145
7	 1	 -30924.554688	 4.000145

#------- #18 -------
1	 1	 23.496000	 4.000146
2	 1	 23.260000	 4.000146
3	 1	 23.805000	 4.000146
4	 1	 21.406000	 4.000146
7	 1	 -31760.275391	 4.000146

#------- #19 -------
1	 1	 23.146000	 4.400147
2	 1	 23.381001	 4.400147
3	 1	 24.396999	 4.400147
4	 1	 20.782000	 4.400147
7	 1	 -29872.384766	 4.400147

#------- #20 -------
1	 1	 10.712000	 4.802092
2	 1	 35.700001	 4.802092
3	 1	 24.622999	 4.802092
4	 1	 20.561001	 4.802092
7	 1	 -1970967.500000	 4.802092

#------- #21 -------
1	 1	 19.941999	 5.200147
2	 1	 26.638000	 5.200147
3	 1	 26.421000	 5.200147
4	 1	 18.716000	 5.200147
7	 1	 -29553.457031	 5.200147

#------- #22 -------
1	 1	 24.704000	 5.200147
2	 1	 21.801001	 5.200147
3	 1	 23.697001	 5.200147
4	 1	 21.517000	 5.200147
7	 1	 -29679.402344	 5.200147

#------- #23 -------
1	 1	 24.311001	 5.600177
2	 1	 22.391001	 5.600177
3	 1	 23.545000	 5.600177
4	 1	 21.745001	 5.600177
7	 1	 -30579.166016	 5.600177

#------- #24 -------
1	 1	 24.031000	 6.400195
2	 1	 22.778999	 6.400195
3	 1	 24.025000	 6.400195
4	 1	 21.452999	 6.400195
7	 1	 -30743.218750	 6.400195

#------- #25 -------
1	 1	 23.878000	 6.400195
2	 1	 22.955000	 6.400195
3	 1	 23.513000	 6.400195
4	 1	 21.811001	 6.400195
7	 1	 -30874.611328	 6.400195

#------- #26 -------
1	 1	 24.538000	 6.400196
2	 1	 22.193001	 6.400196
3	 1	 24.052000	 6.400196
4	 1	 21.238001	 6.400196
7	 1	 -31582.224609	 6.400196

#------- #27 -------
1	 1	 24.930000	 6.800177
2	 1	 21.657000	 6.800177
3	 1	 25.125000	 6.800177
4	 1	 19.992001	 6.800177
7	 1	 -30851.892578	 6.800177
8	 1	 49.431000	 6.800177

#------- #28 -------
1	 1	 23.639000	 7.200206
2	 1	 23.021000	 7.200206
3	 1	 23.792999	 7.200206
4	 1	 21.434999	 7.200206
7	 1	 -30860.345703	 7.200206

#------- #29 -------
1	 1	 23.856001	 7.600207
2	 1	 22.929001	 7.600207
3	 1	 23.077000	 7.600207
4	 1	 22.266001	 7.600207
7	 1	 -30164.332031	 7.600207

#------- #30 -------
1	 1	 23.780001	 7.600207
2	 1	 22.694000	 7.600207
3	 1	 23.308001	 7.600207
4	 1	 21.900999	 7.600207
7	 1	 -30255.916016	 7.600207

#------- #31 -------
1	 1	 23.601999	 7.600207
2	 1	 23.063000	 7.600207
3	 1	 23.066000	 7.600207
4	 1	 22.219999	 7.600207
7	 1	 -30807.589844	 7.600207

#------- #32 -------
1	 1	 22.398001	 8.000223
2	 1	 24.509001	 8.000223
3	 1	 28.357000	 8.000223
4	 1	 16.834000	 8.000223
7	 1	 -29514.109375	 8.000223

#------- #33 -------
1	 1	 23.538000	 8.000223
2	 1	 22.962000	 8.000223
3	 1	 23.584999	 8.000223
4	 1	 21.443001	 8.000223
7	 1	 -29736.917969	 8.000223

#------- #34 -------
1	 1	 23.693001	 8.000224
2	 1	 22.958000	 8.000224
3	 1	 23.691999	 8.000224
4	 1	 21.542000	 8.000224
7	 1	 -30432.402344	 8.000224

#------- #35 -------
1	 1	 19.794001	 8.400224
2	 1	 26.707001	 8.400224
3	 1	 22.480000	 8.400224
4	 1	 22.966999	 8.400224
7	 1	 -29679.677734	 8.400224

#------- #36 -------
1	 1	 22.804001	 8.800230
2	 1	 23.909000	 8.800230
3	 1	 23.621000	 8.800230
4	 1	 21.690001	 8.800230
7	 1	 -30154.054688	 8.800230

#------- #37 -------
1	 1	 23.657000	 8.800230
2	 1	 23.079000	 8.800230
3	 1	 23.169001	 8.800230
4	 1	 22.162001	 8.800230
7	 1	 -30401.023438	 8.800230

#------- #38 -------
1	 1	 23.938999	 9.200238
2	 1	 22.799000	 9.200238
3	 1	 23.895000	 9.200238
4	 1	 21.319000	 9.200238
7	 1	 -30999.896484	 9.200238

#------- #39 -------
1	 1	 23.947001	 9.200239
2	 1	 22.785000	 9.200239
3	 1	 23.010000	 9.200239
4	 1	 22.346001	 9.200239
7	 1	 -32031.322266	 9.200239

#------- #40 -------
1	 1	 25.698000	 9.200258
2	 1	 21.049999	 9.200258
3	 1	 23.910999	 9.200258
4	 1	 21.511999	 9.200258
7	 1	 -51732.570313	 9.200258

#------- #41 -------
1	 1	 23.903999	 10.000262
2	 1	 22.829000	 10.000262
3	 1	 23.476999	 10.000262
4	 1	 21.972000	 10.000262
7	 1	 -29961.783203	 10.000262

#------- #42 -------
1	 1	 25.011999	 10.000262
2	 1	 22.253000	 10.000262
3	 1	 24.639999	 10.000262
4	 1	 21.112000	 10.000262
7	 1	 -30398.447266	 10.000262

